"SampleID","Longitude","Latitude","HFI"
"NIC1142",-69.49565898,-12.87388603,5.56949186325073
"NIC1144",-69.49504701,-12.87499001,5.56949186325073
"NIC1145",-69.49504701,-12.87499001,5.56949186325073
"NIC1146",-69.49353903,-12.875765,5.56949186325073
"NIC1147",-69.49340601,-12.87586299,5.56949186325073
"NIC1149",-69.49256002,-12.87644897,5.56949186325073
"NIC1150",-69.49274903,-12.87688499,5.56949186325073
"NIC1151",-69.49407396,-12.87644704,5.56949186325073
"NIC1152",-69.49540299,-12.87629499,5.56949186325073
"NIC1153",-69.49540299,-12.87629499,5.56949186325073
"NIC1155",-69.49654997,-12.87564204,5.56949186325073
"NIC1156",-69.507455,-12.990649,5.2962441444397
"NIC1157",-69.507455,-12.990649,5.2962441444397
"NIC1160",-69.49683102,-12.875118,5.56949186325073
"NIC1161",-69.496324,-12.87576098,5.56949186325073
"NIC1163",-69.49581496,-12.875965,5.56949186325073
"NIC1164",-69.49483403,-12.87692699,5.56949186325073
"NIC1165",-69.49484501,-12.87688399,5.56949186325073
"NIC1167",-69.49448098,-12.87739897,3.31139469146729
"NIC1168",-69.49254099,-12.87918197,2.720618724823
"NIC1169",-69.49226297,-12.87919999,2.720618724823
"NIC1170",-69.49155604,-12.87956603,2.720618724823
"NIC1175",-69.49066697,-12.88087302,2.720618724823
"NIC1176",-69.49013798,-12.88127099,2.720618724823
"NIC1177",-69.49006297,-12.881345,2.720618724823
"NIC1179",-69.48865003,-12.882596,2.720618724823
"NIC1180",-69.48824904,-12.88253004,2.720618724823
"NIC1181",-69.48725897,-12.88332003,2.720618724823
"NIC1188",-69.48456,-12.88252903,2.720618724823
"NIC1192",-69.45771201,-12.849763,5.3144154548645
"NIC1193",-69.45760002,-12.84973802,5.3144154548645
"NIC122",-61.6563,16.1779,24.4659614562988
"NIC124",-61.643,16.0435,10.3136072158813
"NIC125",-61.597,16.0207,24.6286869049072
"NIC1252",-52.68294297,4.085349999,0.317805469036102
"NIC1254",-52.68294297,4.085349999,0.317805469036102
"NIC1257",-52.68294297,4.085349999,0.317805469036102
"NIC1268",-53.175201,3.608203959,8.17782592773438
"NIC1270",-53.18744604,3.599450989,2.87226057052612
"NIC1272",-53.19701498,3.648232995,1.75941586494446
"NIC1275",-53.19835701,3.643404013,2.98306131362915
"NIC1276",-53.180336,3.61280797,8.18406677246094
"NIC1277",-53.19995603,3.607720993,8.43310260772705
"NIC1278",-53.20414497,3.638634961,4.32041692733765
"NIC129",-61.597,16.0207,24.6286869049072
"NIC1290",-53.17799502,3.605792988,8.1331672668457
"NIC1293",-53.19812902,3.644524002,2.98306131362915
"NIC1300",-53.17887696,3.594842032,4.10272407531738
"NIC1301",-53.20809804,3.620189996,8.67177677154541
"NIC1305",-53.19812601,3.614802025,8.43310260772705
"NIC1307",-52.34595903,4.868027978,24.5862712860107
"NIC1309",-52.21274,4.548271028,8.29030704498291
"NIC1313",-52.21200599,4.54814597,8.29030704498291
"NIC1316",-52.21274,4.548271028,8.29030704498291
"NIC1317",-52.209778,4.555320963,8.35995578765869
"NIC1321",-52.20779099,4.558942029,8.35995578765869
"NIC1323",-52.20881601,4.556285972,8.35995578765869
"NIC1328",-52.676549,4.048613962,0.483396857976913
"NIC1337",-52.676549,4.048613962,0.483396857976913
"NIC1338",-52.67714798,4.048259994,0.483396857976913
"NIC1341",-52.67763203,4.047429012,0.483396857976913
"NIC1343",-52.67673198,4.048513966,0.483396857976913
"NIC1344",-52.67816302,4.055127036,0.25074502825737
"NIC1354",-52.68970096,4.071575012,0.0858257934451103
"NIC1355",-52.67890298,4.057417978,0.25074502825737
"NIC1359",-52.67738703,4.053170029,0.25074502825737
"NIC1363",-52.67827903,4.058048967,0.25074502825737
"NIC1372",-52.68228097,4.081040025,0.0780067294836044
"NIC1376",-52.68151998,4.083392993,0.0780067294836044
"NIC1378",-52.686219,4.0951,0.323510110378265
"NIC1381",-52.67586404,4.039456984,1.22231662273407
"NIC1382",-52.67334703,4.038440008,1.26688122749329
"NIC1383",-52.673385,4.038909981,1.26688122749329
"NIC1384",-52.67714404,4.047968974,0.483396857976913
"NIC1386",-53.19164,3.602447016,4.21708631515503
"NIC1387",-53.19458197,3.603495006,4.21708631515503
"NIC1389",-53.19629196,3.616803959,8.38805675506592
"NIC1391",-53.17791598,3.596770959,4.10272407531738
"NIC1392",-53.190647,3.601659033,4.21708631515503
"NIC1393",-53.21409596,3.621482989,8.67177677154541
"NIC1395",-53.20619199,3.632552968,4.32041692733765
"NIC1400",-52.18330602,4.561057035,8.16114044189453
"NIC1405",-53.18947999,3.600050965,4.21708631515503
"NIC1408",-53.18958099,3.641236033,2.98306131362915
"NIC1410",-53.21481999,3.61230799,4.40617895126343
"NIC1411",-53.17791598,3.596770959,4.10272407531738
"NIC1415",-53.20446499,3.637292013,4.32041692733765
"NIC1419",-53.19263603,3.603130979,4.21708631515503
"NIC1420",-53.19458197,3.603495006,4.21708631515503
"NIC1422",-53.20330401,3.639726033,4.32041692733765
"NIC1425",-52.674937,4.039971968,1.22231662273407
"NIC1430",-52.67627399,4.049461037,0.483396857976913
"NIC1432",-52.67992197,4.087813022,0.317805469036102
"NIC1433",-52.67804501,4.055725001,0.25074502825737
"NIC1438",-52.68124396,4.08830001,0.317805469036102
"NIC1453",-52.21073999,4.554173984,8.29030704498291
"NIC1470",-52.68292302,4.090107987,0.317805469036102
"NIC1476",-52.67756699,4.086242002,0.317805469036102
"NIC1477",-52.67756699,4.086242002,0.317805469036102
"NIC1478",-52.67756699,4.086242002,0.317805469036102
"NIC1514",-52.68294297,4.085349999,0.317805469036102
"NIC1526",49.99665,-16.755721,17.2852973937988
"NIC1531",49.996516,-16.755873,17.2852973937988
"NIC1534",49.827329,-17.088793,NA
"NIC1541",121.77076,25.05792,19.8603954315186
"NIC1542",121.77109,25.05704,19.8603954315186
"NIC1543",121.77109,25.05704,19.8603954315186
"NIC1545",121.77265,25.05343,20.3963222503662
"NIC1546",121.77265,25.05343,20.3963222503662
"NIC1547",121.77265,25.05343,20.3963222503662
"NIC1548",121.77265,25.05343,20.3963222503662
"NIC1549",121.77265,25.05343,20.3963222503662
"NIC1550",121.77265,25.05343,20.3963222503662
"NIC1551",121.73275,25.02212,28.0319900512695
"NIC1553",121.73275,25.02212,28.0319900512695
"NIC1555",121.73295,25.02132,21.51953125
"NIC1556",121.73295,25.02132,21.51953125
"NIC1557",121.73247,25.01713,21.51953125
"NIC1559",121.73311,25.01519,21.51953125
"NIC1560",121.73311,25.01519,21.51953125
"NIC1561",121.73369,25.00481,16.8782386779785
"NIC1563",121.73369,25.00481,16.8782386779785
"NIC1564",121.7343,25.00469,16.8782386779785
"NIC1565",120.90747,23.86597,35.5492095947266
"NIC1583",121.34154,23.58773,6.9464693069458
"NIC1586",121.33879,23.58878,6.9464693069458
"NIC1587",121.34578,23.58801,6.9464693069458
"NIC1588",121.34578,23.58801,6.9464693069458
"NIC1592",121.13734,24.68622,17.8122177124023
"NIC1594",121.13734,24.68622,17.8122177124023
"NIC1596",121.13633,24.6871,19.8766899108887
"NIC1603",121.13965,24.68897,19.1518783569336
"NIC1644",121.82481,25.06464,20.6142959594727
"NIC1646",121.82703,25.06549,20.6142959594727
"NIC1647",121.82753,25.06574,20.6142959594727
"NIC1648",121.82753,25.06574,20.6142959594727
"NIC1649",121.82753,25.06574,20.6142959594727
"NIC1650",121.82753,25.06574,20.6142959594727
"NIC1651",121.74912,25.02814,27.1978340148926
"NIC1653",121.74912,25.02814,27.1978340148926
"NIC1656",121.74912,25.02814,27.1978340148926
"NIC1657",121.74912,25.02814,27.1978340148926
"NIC1658",121.74912,25.02814,27.1978340148926
"NIC1679",120.84876,22.08922,7.18406391143799
"NIC1694",121.58537,25.02177,28.448844909668
"NIC1846",-59.637,13.1938,35.66064453125
"NIC1851",-61.105335,14.72499,14.6302928924561
"NIC1855",-61.095721,14.675129,26.1506805419922
"NIC1856",-61.095002,14.674356,26.1506805419922
"NIC1862",-61.214646,14.843986,14.6917219161987
"NIC1877",-61.092154,14.744997,11.4772129058838
"NIC1879",-61.086543,14.746073,9.81015396118164
"NIC1881",-61.094657,14.744609,11.4772129058838
"NIC1886",-61.092991,14.705951,19.7864189147949
"NIC1911",-61.146231,14.804986,21.8413791656494
"NIC1912",-61.105406,14.724882,14.6302928924561
"NIC1913",-61.105406,14.724882,14.6302928924561
"NIC1914",-61.105406,14.724882,14.6302928924561
"NIC1915",-61.090457,14.67639,24.2508602142334
"NIC1916",-61.090457,14.67639,24.2508602142334
"NIC1917",-61.090457,14.67639,24.2508602142334
"NIC1918",-61.090455,14.676352,24.2508602142334
"NIC1919",-61.090455,14.676352,24.2508602142334
"NIC192",-61.6262,16.0459,15.3594102859497
"NIC1927",-61.100187,14.719237,15.9594841003418
"NIC1928",-61.100187,14.719237,15.9594841003418
"NIC1929",-61.09485,14.670499,26.1506805419922
"NIC193",-61.597,16.0207,24.6286869049072
"NIC1939",-61.147328,14.80577,21.8413791656494
"NIC1941",-61.147328,14.80577,21.8413791656494
"NIC1950",-61.095204,14.743477,11.4772129058838
"NIC1962",-61.093023,14.744117,11.4772129058838
"NIC1976",-61.090457,14.67639,24.2508602142334
"NIC203",-61.6262,16.0459,15.3594102859497
"NIC247",-61.635025,16.03608,15.0553750991821
"NIC249",-61.597,16.0207,24.6286869049072
"NIC280",-52.67839,4.08711,0.317805469036102
"NIC284",-52.6921,4.07513,0.0858257934451103
"NIC286",-52.67976,4.08808,0.317805469036102
"NIC291",-52.675813,4.092299,0.320644646883011
"NIC294",-52.68604,4.09492,0.323510110378265
"NIC300",-52.67731,4.08969,0.317805469036102
"NIC311",-52.67489,4.09125,0.320644646883011
"NIC312",-52.67656,4.03892,1.22231662273407
"NIC314",-52.67214,4.03715,1.26688122749329
"NIC321",-53.56151,5.53515,5.34647274017334
"NIC322",-53.05539,5.29111,8.45734119415283
"NIC339",-53.65004,5.41305,12.9411087036133
"NIC344",-53.6564,5.41063,12.9411087036133
"NIC350",-52.6842,4.0903,0.317805469036102
"NIC354",-52.6753,4.0881,0.320644646883011
"NIC359",-52.68536,4.0911,0.317805469036102
"NIC363",-52.49148,4.95234,13.2798128128052
"NIC365",-52.67805,4.03617,3.18510389328003
"NIC372",-52.67044,4.03712,1.26688122749329
"NIC382",-52.67711,4.03801,1.22231662273407
"NIC384",-52.67946,4.06126,0.149969696998596
"NIC387",-52.67728,4.03671,1.22231662273407
"NIC389",-53.05539,5.29111,8.45734119415283
"NIC391",-52.67126,4.03715,1.26688122749329
"NIC393",-52.67817,4.04701,0.483396857976913
"NIC396",-52.67352,4.03893,1.26688122749329
"NIC404",-53.65462,5.41011,12.9411087036133
"NIC407",-53.65416,5.41418,12.7319259643555
"NIC408",-53.65181,5.40848,12.9411087036133
"NIC413",-52.69034,4.07244,0.0858257934451103
"NIC416",-52.67109,4.03714,1.26688122749329
"NIC417",-52.68732,4.07829,0.0714330151677132
"NIC420",-53.6565,5.41089,12.9411087036133
"NIC422",-52.67587,4.03943,1.22231662273407
"NIC424",-53.65382,5.41432,12.7319259643555
"NIC425",-53.5634,5.53544,5.34647274017334
"NIC426",-53.65478,5.41125,12.9411087036133
"NIC434",-52.67358,4.08584,0.320644646883011
"NIC436",-52.67515,4.08678,0.320644646883011
"NIC441",-52.67769,4.08399,0.0780067294836044
"NIC443",-52.67858,4.08447,0.0780067294836044
"NIC444",-52.67452,4.08422,0.0832204222679138
"NIC445",-52.67682,4.08558,0.317805469036102
"NIC450",-52.67607,4.08926,0.320644646883011
"NIC454",-52.68343,4.08318,0.0780067294836044
"NIC458",-52.68219,4.08141,0.0780067294836044
"NIC459",-52.68424,4.08161,0.0780067294836044
"NIC468",-52.67541,4.0883,0.320644646883011
"NIC469",-52.67541,4.0883,0.320644646883011
"NIC475",-52.67243,4.08631,0.320644646883011
"NIC478",-52.67645,4.08855,0.320644646883011
"NIC479",-52.67243,4.08631,0.320644646883011
"NIC489",-52.67731,4.08695,0.317805469036102
"NIC491",-52.68325,4.08507,0.0780067294836044
"NIC492",-52.67639,4.0864,0.320644646883011
"NIC496",-52.67552,4.08803,0.320644646883011
"NIC51",-52.68139,4.08729,0.317805469036102
"NIC517",121.900472,25.00739,24.0664405822754
"NIC530",121,24.6,34.6521835327148
"NIC533",-61.597903,16.01855,24.0354633331299
"NIC535",-61.34787,15.23686,16.999210357666
"NIC540",-61.34787,15.23686,16.999210357666
"NIC55",-52.67965,4.08225,0.0780067294836044
"NIC551",-61.3744,15.56923,13.1251974105835
"NIC56",-52.67992,4.08263,0.0780067294836044
"NIC567",-61.33964,15.37806,13.4851636886597
"NIC57",-52.67928,4.08658,0.317805469036102
"NIC570",-61.29876,15.47461,12.9794082641602
"NIC571",-61.29876,15.47461,12.9794082641602
"NIC575",-61.34607,15.40564,12.2487659454346
"NIC577",-61.34607,15.40564,12.2487659454346
"NIC58",-52.67866,4.08731,0.317805469036102
"NIC584",-61.34699,15.40368,12.6205940246582
"NIC585",-61.34645,15.40415,12.6205940246582
"NIC586",-61.34619,15.40493,12.6205940246582
"NIC587",-61.34618,15.40528,12.2487659454346
"NIC589",-61.34618,15.40528,12.2487659454346
"NIC591",-61.34613,15.40585,12.2487659454346
"NIC746",-61.30588,15.31929,7.38304471969604
"NIC747",-61.2969,15.31566,7.3909125328064
"NIC749",-61.29654,15.31568,7.3909125328064
"NIC751",-61.31183,15.39709,12.9138822555542
"NIC753",-61.31219,15.39802,12.9138822555542
"NIC763",-61.30419,15.33997,12.828652381897
"NIC773",-61.30918,15.3456,14.7822980880737
"NIC775",-61.31009,15.34529,14.7822980880737
"NIC85",-52.6751,4.08533,0.320644646883011
"NIC894",121.57357,22.01967,13.0321674346924
"NIC895",121.57357,22.01967,13.0321674346924
"NIC898",121.57357,22.01967,13.0321674346924
"NIC903",-52.67666,4.04877,0.483396857976913
"NIC904",-52.68019,4.03117,3.18510389328003
"NIC905",-52.67317,4.03799,1.26688122749329
"NIC907",-52.67683,4.04842,0.483396857976913
"NIC908",-52.67704,4.04372,1.22231662273407
"NIC909",-52.67374,4.03955,1.26688122749329
"NIC91",-52.67394,4.08747,0.320644646883011
"NIC917",-52.67816,4.03446,3.18510389328003
"NIC920",-52.68144,4.04232,1.22231662273407
"NIC925",-52.67435,4.03975,1.26688122749329
"NIC926",-52.67075,4.03837,1.26688122749329
"NIC927",-52.68083,4.04213,1.22231662273407
"NIC929",-52.67537,4.04027,1.22231662273407
"NIC933",-52.68256,4.04237,1.22231662273407
"NIC934",-52.67766,4.04783,0.483396857976913
"NIC936",-52.68573,4.03149,3.18011212348938
"NIC938",-52.67852,4.03397,3.18510389328003
"NIC939",-52.68028,4.03128,3.18510389328003
"NIC94",-52.67394,4.08747,0.320644646883011
"NIC940",-52.68124,4.03091,3.18510389328003
"NIC941",-52.67743,4.03687,1.22231662273407
"NIC942",-52.67494,4.04007,1.22231662273407
"NIC944",-52.6772,4.03799,1.22231662273407
"NIC945",-52.6772,4.03707,1.22231662273407
"NIC947",-52.67496,4.03997,1.22231662273407
"NIC948",-52.67206,4.03711,1.26688122749329
"NIC952",-52.66867,4.03894,1.26688122749329
"NIC953",-52.6715,4.03828,1.26688122749329
"NIC955",-52.67652,4.04973,0.483396857976913
"NIC956",-52.67504,4.0401,1.22231662273407
"NIC957",-52.67598,4.03952,1.22231662273407
"NIC958",-52.67796,4.03502,3.18510389328003
"NIC959",-52.68039,4.03201,3.18510389328003
"NIC961",-52.67143,4.03726,1.26688122749329
"NIC962",-52.6677,4.03875,1.26688122749329
"NIC964",-52.67172,4.03701,1.26688122749329
"NIC965",-52.67172,4.03701,1.26688122749329
"NIC970",-52.68408,4.03085,3.18510389328003
"NIC972",-52.67172,4.03701,1.26688122749329
"NIC975",-52.67066,4.03819,1.26688122749329
"NIC980",-52.67031,4.03822,1.26688122749329
"NIC983",-52.67002,4.03848,1.26688122749329
"NIC986",-52.67243,4.03726,1.26688122749329
"NIC987",-52.67243,4.03726,1.26688122749329
"NIC989",-52.67196,4.03713,1.26688122749329
"NIC99",-52.67394,4.08747,0.320644646883011
"NIC993",-52.67816,4.04255,1.22231662273407
"NIC994",-52.67869,4.04243,1.22231662273407
"NIC999",-52.67617,4.03938,1.22231662273407
"QG1000",-79.84289876,9.170850606,NA
"QG1004",-79.844623,9.164456,6.16103887557983
"QG131",-159.4764,22.22955,14.4285717010498
"QG2716",-79.839279,9.16835,6.16103887557983
"QG2724",-79.8399,9.1598,NA
"QG2726",-79.8399,9.1598,NA
"QG2770",-79.83393333,9.1576,NA
"QG2896",145.44645,-16.10295,5.82575130462646
"QG2897",145.44645,-16.10295,5.82575130462646
"QG2898",145.4467,-16.103617,11.5488185882568
"QG2899",145.4467,-16.103617,11.5488185882568
"QG2904",145.447317,-16.10365,11.5488185882568
"QG2905",145.447317,-16.10365,11.5488185882568
"QG3008",-79.841,9.16005,NA
"QG3009",-79.841,9.16005,NA
"QG3010",-79.84096667,9.159966667,NA
"QG3011",-79.84096667,9.159966667,NA
"QG3013",-79.841,9.159766667,NA
"QG3024",-79.84555,9.1584,NA
"QG3037",-79.84156667,9.164533333,6.16103887557983
"QG3038",-79.84156667,9.164533333,6.16103887557983
"QG3055",-79.83659,9.16484,6.16103887557983
"QG3064",-79.84046,9.16092,NA
"QG3514",-84.00684,10.43089,20.4416961669922
"QG3521",-84.01193333,10.42643333,12.771336555481
"QG3522",-84.00938,10.42974,12.771336555481
"QG3526",-84.01193333,10.42643333,12.771336555481
"QG3529",-84.00678,10.43288,20.4416961669922
"QG3533",-84.01201667,10.42641667,12.771336555481
"QG3539",-84.00135556,10.42332222,18.0358562469482
"QG3543",-84.01201667,10.42641667,12.771336555481
"QG3545",-84.00118611,10.42361667,18.0358562469482
"QG3546",-84.00678,10.43288,20.4416961669922
"QG3547",-84.01403333,10.42551667,12.771336555481
"QG3785",-84.01138,10.43082,20.4416961669922
"QG3786",-84.00833,10.42963,12.771336555481
"QG3789",-84.0092,10.42608333,12.771336555481
"QG3790",-84.01403333,10.42551667,12.771336555481
"QG3793",-84.00995,10.42583333,12.771336555481
"QG3795",-84.0092,10.42608333,12.771336555481
"QG3797",-84.00938,10.42974,12.771336555481
"QG3799",-84.00894,10.43008,12.771336555481
"QG3800",-84.00938,10.42974,12.771336555481
"QG3805",-84.0092,10.42608333,12.771336555481
"QG3807",-84.01499,10.43182,20.4416961669922
"QG3808",-84.00678,10.43288,20.4416961669922
"QG3809",-84.00678,10.43288,20.4416961669922
"QG3811",-84.00678,10.43288,20.4416961669922
"QG3817",-84.00742,10.42972,12.771336555481
"QG3818",-84.0013167,10.4262,18.0358562469482
"QG3821",-84.00121667,10.42540556,18.0358562469482
"QG3824",-84.01188,10.44022,33.7239723205566
"QG3828",-84.00128333,10.42346389,18.0358562469482
"QG3829",-84.00128333,10.42346389,18.0358562469482
"QG3831",-84.01499,10.43182,20.4416961669922
"QG3834",-84.00718,10.42972,12.771336555481
"QG3839",-84.01132,10.43792,20.4416961669922
"QG3843",-84.00833,10.42963,12.771336555481
"QG3845",-84.01138,10.43082,20.4416961669922
"QG3847",-84.00399167,10.41828889,11.7613887786865
"QG3848",-84.01138,10.43082,20.4416961669922
"QG3849",-84.01403333,10.42551667,12.771336555481
"QG3850",-84.00718,10.42972,12.771336555481
"QG3852",-84.00699722,10.41900556,11.7613887786865
"QG3856",-84.00121667,10.42540556,18.0358562469482
"QG3862",-84.0092,10.42608333,12.771336555481
"QG3863",-84.00938,10.42974,12.771336555481
"QG3868",-84.01353,10.43888,33.7239723205566
"QG3871",-84.01227,10.44027,33.7239723205566
"QG3872",-84.01227,10.44027,33.7239723205566
"QG3873",-84.01227,10.44027,33.7239723205566
"QG3877",-84.00894,10.43008,12.771336555481
"QG3880",-84.00684,10.43089,20.4416961669922
"QG800",-79.834221,9.158057,NA
"QG823",-79.850852,9.152413,NA
"QG834",-79.83077,9.15385,NA
"QG836",-79.82758,9.15447,NA
"QG840",-79.837195,9.161421,NA
"QG841",-79.837195,9.161421,NA
"QG845",-79.82735,9.15443,NA
"QG846",-79.82735,9.15443,NA
"QG848",-79.82763,9.15445,NA
"QG850",-79.844493,9.159436,NA
"QG852",-79.82735,9.15443,NA
"QG853",-79.835975,9.159372,NA
"QG935",-79.838839,9.159499,NA
"QG942",-79.854772,9.144538,6.34025287628174
"QG981",-79.8544232,9.14576403,NA
"QG987",-79.85312,9.147419,NA
"TWN2103",121.5166667,25.16666667,21.9859943389893
