"SampleID","Longitude","Latitude","HFI"
"ECA2982",-159.6516514,22.132495,8.9337911605835
"ECA2988",-159.6516555,22.1324614,8.9337911605835
"ECA3005",-159.6459512,22.1312732,8.7205810546875
"ECA3006",-159.6493468,22.1346683,8.7205810546875
"ECA3012",-155.3051194,19.4401677,10.9823799133301
"ECA3025",-155.3027227,19.4386191,10.9823799133301
"ECA3034",-155.4422675,20.0412655,14.937126159668
"ECA3035",-155.4426198,20.04139164,14.937126159668
"ECA3038",-155.8222554,19.1191743,2.72984623908997
"ECA3047",-155.4423307,20.0402158,14.937126159668
"ECA3049",-155.4425299,20.0403298,14.937126159668
"ECA3057",-155.4425418,20.0403217,14.937126159668
"ECA3077",-155.4424572,20.0404054,14.937126159668
"ECA3088",-157.8220388,21.32972497,24.410831451416
"ECA3116",-155.4412395,20.0406881,14.937126159668
"ECA3117",-155.4402725,20.039438,14.937126159668
"NIC2088",0.630251,46.573028,43.2100257873535
"NIC2099",-6.55778,52.640557,16.887186050415
"NIC2102",6.914248472,43.95892875,34.5432586669922
"NIC2115",7.268314,43.69643,47.4715194702148
"NIC2117",7.268314,43.69643,47.4715194702148
"NIC2118",7.275923223,43.69837179,50
"NIC2120",7.273744,43.697705,47.4715194702148
"NIC2126",7.266703,43.715806,39.4715194702148
"NIC2127",7.266703,43.715806,39.4715194702148
"NIC2129",7.334148555,43.68362798,NA
"NIC2131",7.334462311,43.68446157,NA
"WN2130",5.65688,51.98925,38.7553367614746
"WN2136",5.768009,51.985108,38.5801467895508
"WN2151",5.768119,51.985105,38.5801467895508
"WN2164",5.768119,51.985105,38.5801467895508
"JU4286",4.81,44.88,29.8967914581299
"JU1256",1.96152,49.12618,36.6931648254395
"OAR137",-62.209856,-38.685015,36.3168106079102
