samples	cluster	strain	lat	long	geo	Lineage
NIC1136	M	NIC1136	-12.872141	-69.49788203	South America	LAC
NIC1145	M	NIC1145	-12.87499001	-69.49504701	South America	LAC
NIC1161	M	NIC1161	-12.87576098	-69.496324	South America	LAC
NIC1164	M	NIC1164	-12.87692699	-69.49483403	South America	LAC
QG3521	M	QG3521	10.42643333	-84.01193333	Central America	LAC
QG3839	M	QG3839	10.43792	-84.01132	Central America	LAC
QG3811	M	QG3811	10.43288	-84.00678	Central America	LAC
QG3535	M	QG3535	10.43792	-84.01132	Central America	LAC
ECA1311	N	ECA1311	20.04062	-155.4413	Hawaii	HC
ECA2955	N	ECA2955	22.0638967	-159.3522759	Hawaii	HC
ECA2976	N	ECA2976	22.0638967	-159.3522759	Hawaii	HC
ECA791	N	ECA791	22.193317	-159.478956	Hawaii	HC
ECA792	N	ECA792	22.193317	-159.478956	Hawaii	HC
ECA797	N	ECA797	19.590717	-155.067906	Hawaii	HC
ECA799	N	ECA799	19.589467	-155.068069	Hawaii	HC
NIC1916	N	NIC1916	14.67639	-61.090457	Caribbean	HC
NIC747	N	NIC747	15.31566	-61.2969	Caribbean	HC
NIC122	N	NIC122	16.1779	-61.6563	Caribbean	HC
NIC1919	N	NIC1919	14.676352	-61.090455	Caribbean	HC
ECA2954	N	ECA2954	22.0638967	-159.3522759	Hawaii	HC
NIC1918	N	NIC1918	14.676352	-61.090455	Caribbean	HC
ECA1313	N	ECA1313	20.04062	-155.4413	Hawaii	HC
ECA793	N	ECA793	22.194578	-159.478478	Hawaii	HC
ECA1312	N	ECA1312	20.04062	-155.4413	Hawaii	HC
ECA2909	N	ECA2909	19.11058638	-155.8263837	Hawaii	HC
ECA798	N	ECA798	19.906725	-155.141275	Hawaii	HC
NIC1915	N	NIC1915	14.67639	-61.090457	Caribbean	HC
NIC584	N	NIC584	15.40368	-61.34699	Caribbean	HC
NIC567	N	NIC567	15.37806	-61.33964	Caribbean	HC
NIC192	N	NIC192	16.0459	-61.6262	Caribbean	HC
ECA796	N	ECA796	19.905167	-155.139322	Hawaii	HC
JU1428	O	JU1428	4.08	-52.68	South America	LAC
NIC1276	O	NIC1276	3.61280797	-53.180336	South America	LAC
NIC1277	O	NIC1277	3.607720993	-53.19995603	South America	LAC
NIC1415	O	NIC1415	3.637292013	-53.20446499	South America	LAC
NIC365	O	NIC365	4.03617	-52.67805	South America	LAC
NIC408	O	NIC408	5.40848	-53.65181	South America	LAC
NIC434	O	NIC434	4.08584	-52.67358	South America	LAC
NIC904	O	NIC904	4.03117	-52.68019	South America	LAC
NIC908	O	NIC908	4.04372	-52.67704	South America	LAC
NIC936	O	NIC936	4.03149	-52.68573	South America	LAC
NIC957	O	NIC957	4.03952	-52.67598	South America	LAC
NIC993	O	NIC993	4.04255	-52.67816	South America	LAC
NIC1309	O	NIC1309	4.548271028	-52.21274	South America	LAC
NIC1316	O	NIC1316	4.548271028	-52.21274	South America	LAC
NIC105	O	NIC105	4.08747	-52.67394	South America	LAC
NIC1453	O	NIC1453	4.554173984	-52.21073999	South America	LAC
NIC1313	O	NIC1313	4.54814597	-52.21200599	South America	LAC
NIC1400	O	NIC1400	4.561057035	-52.18330602	South America	LAC
NIC1321	O	NIC1321	4.558942029	-52.20779099	South America	LAC
NIC322	O	NIC322	5.29111	-53.05539	South America	LAC
BRC20400	P	BRC20400	25.016672	121.557423	Taiwan	Tw3
NIC1543	P	NIC1543	25.05704	121.77109	Taiwan	Tw3
NIC1547	P	NIC1547	25.05343	121.77265	Taiwan	Tw3
NIC1559	P	NIC1559	25.01519	121.73311	Taiwan	Tw3
NIC1653	P	NIC1653	25.02814	121.74912	Taiwan	Tw3
ECA1518	Q	ECA1518	21.39774444	-157.8914889	Hawaii	Hw1
ECA801	Q	ECA801	20.78352803	-156.0650423	Hawaii	Hw1
ECA803	Q	ECA803	20.78352803	-156.0650423	Hawaii	Hw1
ECA804	Q	ECA804	20.807406	-156.096654	Hawaii	Hw1
ECA1306	Q	ECA1306	21.34293	-157.8239	Hawaii	Hw1
ECA1481	Q	ECA1481	21.39448889	-157.9002278	Hawaii	Hw1
ECA1583	Q	ECA1583	21.317253	-157.81937	Hawaii	Hw1
ECA800	Q	ECA800	20.78352803	-156.0650423	Hawaii	Hw1
ECA802	Q	ECA802	20.78352803	-156.0650423	Hawaii	Hw1
ECA2899	Q	ECA2899	21.355658	-157.7645652	Hawaii	Hw1
ECA2920	Q	ECA2920	21.355658	-157.7645652	Hawaii	Hw1
ECA1310	Q	ECA1310	21.34293	-157.8239	Hawaii	Hw1
ECA2900	Q	ECA2900	21.355658	-157.7645652	Hawaii	Hw1
ECA1581	Q	ECA1581	21.317253	-157.81937	Hawaii	Hw1
ECA2898	Q	ECA2898	21.355658	-157.7645652	Hawaii	Hw1
ECA1579	Q	ECA1579	21.317253	-157.81937	Hawaii	Hw1
ECA1603	Q	ECA1603	21.39578611	-157.9005111	Hawaii	Hw1
ECA2910	Q	ECA2910	21.355658	-157.7645652	Hawaii	Hw1
ECA805	Q	ECA805	20.807406	-156.096654	Hawaii	Hw1
ECA1585	Q	ECA1585	21.317253	-157.81937	Hawaii	Hw1
ECA1309	Q	ECA1309	21.34293	-157.8239	Hawaii	Hw1
ECA1599	Q	ECA1599	21.394489	-157.90023	Hawaii	Hw1
ECA2087	Q	ECA2087	21.394489	-157.90023	Hawaii	Hw1
QG4672	R	QG4672	6.9643	158.1915	Micronesia	Mic2
QG4695	R	QG4695	6.8648	158.1774	Micronesia	Mic2
QG4696	R	QG4696	6.9668	158.1916	Micronesia	Mic2
QG4714	R	QG4714	6.8577	158.2157	Micronesia	Mic2
QG4730	R	QG4730	6.9196	158.2631	Micronesia	Mic2
QG4878	R	QG4878	6.8632	158.1746	Micronesia	Mic2
QG4893	R	QG4893	6.8577	158.2157	Micronesia	Mic2
QG4894	R	QG4894	6.9196	158.2631	Micronesia	Mic2
QG4904	R	QG4904	6.9196	158.2631	Micronesia	Mic2
QG5159	R	QG5159	6.918	158.2617	Micronesia	Mic2
QG5160	R	QG5160	6.918	158.2617	Micronesia	Mic2
QG5220	R	QG5220	6.8632	158.1746	Micronesia	Mic2
QG5237	R	QG5237	6.8632	158.1746	Micronesia	Mic2
QG5256	R	QG5256	6.8632	158.1746	Micronesia	Mic2
QG5260	R	QG5260	6.8632	158.1746	Micronesia	Mic2
QG5262	R	QG5262	6.8648	158.1774	Micronesia	Mic2
QG5643	R	QG5643	6.9179	158.2617	Micronesia	Mic2
QG5652	R	QG5652	6.918	158.2617	Micronesia	Mic2
QG4669	R	QG4669	6.9684	158.1899	Micronesia	Mic2
QG4629	R	QG4629	6.8679	158.1784	Micronesia	Mic2
QG4694	R	QG4694	6.9661	158.1916	Micronesia	Mic2
JU1848	S	JU1848	4.090933	-52.674933	South America	LAC
JU1850	S	JU1850	4.086683	-52.68165	South America	LAC
JU1851	S	JU1851	4.087367	-52.682217	South America	LAC
NIC1354	S	NIC1354	4.071575012	-52.68970096	South America	LAC
NIC1438	S	NIC1438	4.08830001	-52.68124396	South America	LAC
NIC1470	S	NIC1470	4.090107987	-52.68292302	South America	LAC
NIC284	S	NIC284	4.07513	-52.6921	South America	LAC
NIC291	S	NIC291	4.092299	-52.675813	South America	LAC
NIC294	S	NIC294	4.09492	-52.68604	South America	LAC
NIC91	S	NIC91	4.08747	-52.67394	South America	LAC
NIC1514	S	NIC1514	4.085349999	-52.68294297	South America	LAC
NIC286	S	NIC286	4.08808	-52.67976	South America	LAC
NIC445	S	NIC445	4.08558	-52.67682	South America	LAC
NIC475	S	NIC475	4.08631	-52.67243	South America	LAC
JU1871	S	JU1871	4.082883	-52.679783	South America	LAC
NIC491	S	NIC491	4.08507	-52.68325	South America	LAC
NIC1012	T	NIC1012	4.03793	-52.67185	South America	LAC
NIC1016	T	NIC1016	4.03793	-52.67185	South America	LAC
NIC1033	T	NIC1033	4.03724	-52.67196	South America	LAC
NIC372	T	NIC372	4.03712	-52.67044	South America	LAC
NIC382	T	NIC382	4.03801	-52.67711	South America	LAC
NIC396	T	NIC396	4.03893	-52.67352	South America	LAC
NIC926	T	NIC926	4.03837	-52.67075	South America	LAC
NIC942	T	NIC942	4.04007	-52.67494	South America	LAC
NIC947	T	NIC947	4.03997	-52.67496	South America	LAC
NIC958	T	NIC958	4.03502	-52.67796	South America	LAC
NIC970	T	NIC970	4.03085	-52.68408	South America	LAC
NIC956	T	NIC956	4.0401	-52.67504	South America	LAC
NIC1000	U	NIC1000	4.0391	-52.6675	South America	LAC
NIC1300	U	NIC1300	3.594842032	-53.17887696	South America	LAC
NIC1372	U	NIC1372	4.081040025	-52.68228097	South America	LAC
NIC1411	U	NIC1411	3.596770959	-53.17791598	South America	LAC
NIC350	U	NIC350	4.0903	-52.6842	South America	LAC
NIC948	U	NIC948	4.03711	-52.67206	South America	LAC
NIC953	U	NIC953	4.03828	-52.6715	South America	LAC
NIC959	U	NIC959	4.03201	-52.68039	South America	LAC
NIC980	U	NIC980	4.03822	-52.67031	South America	LAC
NIC986	U	NIC986	4.03726	-52.67243	South America	LAC
NIC994	U	NIC994	4.04243	-52.67869	South America	LAC
NIC1420	U	NIC1420	3.603495006	-53.19458197	South America	LAC
NIC1337	U	NIC1337	4.048613962	-52.676549	South America	LAC
NIC905	U	NIC905	4.03799	-52.67317	South America	LAC
NIC1278	V	NIC1278	3.638634961	-53.20414497	South America	LAC
NIC1328	V	NIC1328	4.048613962	-52.676549	South America	LAC
NIC1386	V	NIC1386	3.602447016	-53.19164	South America	LAC
NIC955	V	NIC955	4.04973	-52.67652	South America	LAC
NIC1410	V	NIC1410	3.61230799	-53.21481999	South America	LAC
NIC1272	V	NIC1272	3.648232995	-53.19701498	South America	LAC
NIC1275	V	NIC1275	3.643404013	-53.19835701	South America	LAC
BRC20548	W	BRC20548	22.753556	120.731306	Taiwan	Tw1
NIC1585	W	NIC1585	23.58773	121.34154	Taiwan	Tw1
NIC1588	W	NIC1588	23.58801	121.34578	Taiwan	Tw1
NIC1603	W	NIC1603	24.68897	121.13965	Taiwan	Tw1
NIC1565	W	NIC1565	23.86597	120.90747	Taiwan	Tw1
NIC1583	W	NIC1583	23.58773	121.34154	Taiwan	Tw1
NIC1596	W	NIC1596	24.6871	121.13633	Taiwan	Tw1
NIC1587	W	NIC1587	23.58801	121.34578	Taiwan	Tw1
NIC1658	W	NIC1658	25.02814	121.74912	Taiwan	Tw1
NIC1584	W	NIC1584	23.58773	121.34154	Taiwan	Tw1
NIC1586	W	NIC1586	23.58878	121.33879	Taiwan	Tw1
NIC1140	X	NIC1140	-12.87255297	-69.49927501	South America	LAC
NIC1146	X	NIC1146	-12.875765	-69.49353903	South America	LAC
NIC1150	X	NIC1150	-12.87688499	-69.49274903	South America	LAC
NIC1152	X	NIC1152	-12.87629499	-69.49540299	South America	LAC
NIC1167	X	NIC1167	-12.87739897	-69.49448098	South America	LAC
NIC1176	X	NIC1176	-12.88127099	-69.49013798	South America	LAC
NIC1180	X	NIC1180	-12.88253004	-69.48824904	South America	LAC
NIC1149	X	NIC1149	-12.87644897	-69.49256002	South America	LAC
NIC1151	X	NIC1151	-12.87644704	-69.49407396	South America	LAC
NIC1144	X	NIC1144	-12.87499001	-69.49504701	South America	LAC
NIC1147	X	NIC1147	-12.87586299	-69.49340601	South America	LAC
NIC1160	X	NIC1160	-12.875118	-69.49683102	South America	LAC
NIC1175	X	NIC1175	-12.88087302	-69.49066697	South America	LAC
NIC1169	X	NIC1169	-12.87919999	-69.49226297	South America	LAC
NIC1179	X	NIC1179	-12.882596	-69.48865003	South America	LAC
NIC1168	X	NIC1168	-12.87918197	-69.49254099	South America	LAC
NIC1153	X	NIC1153	-12.87629499	-69.49540299	South America	LAC
NIC124	Y	NIC124	16.0435	-61.643	Caribbean	LAC
NIC125	Y	NIC125	16.0207	-61.597	Caribbean	LAC
NIC129	Y	NIC129	16.0207	-61.597	Caribbean	LAC
NIC1846	Y	NIC1846	13.1938	-59.637	Caribbean	LAC
NIC1879	Y	NIC1879	14.746073	-61.086543	Caribbean	LAC
NIC1912	Y	NIC1912	14.724882	-61.105406	Caribbean	LAC
NIC247	Y	NIC247	16.03608	-61.635025	Caribbean	LAC
NIC535	Y	NIC535	15.23686	-61.34787	Caribbean	LAC
NIC540	Y	NIC540	15.23686	-61.34787	Caribbean	LAC
NIC551	Y	NIC551	15.56923	-61.3744	Caribbean	LAC
NIC577	Y	NIC577	15.40564	-61.34607	Caribbean	LAC
NIC591	Y	NIC591	15.40585	-61.34613	Caribbean	LAC
NIC746	Y	NIC746	15.31929	-61.30588	Caribbean	LAC
NIC749	Y	NIC749	15.31568	-61.29654	Caribbean	LAC
NIC775	Y	NIC775	15.34529	-61.31009	Caribbean	LAC
NIC575	Y	NIC575	15.40564	-61.34607	Caribbean	LAC
NIC763	Y	NIC763	15.33997	-61.30419	Caribbean	LAC
NIC585	Y	NIC585	15.40415	-61.34645	Caribbean	LAC
NIC751	Y	NIC751	15.39709	-61.31183	Caribbean	LAC
NIC587	Y	NIC587	15.40528	-61.34618	Caribbean	LAC
NIC589	Y	NIC589	15.40528	-61.34618	Caribbean	LAC
QG4754	Z	QG4754	6.9169	158.2622	Micronesia	Mic2
QG4779	Z	QG4779	6.9171	158.2622	Micronesia	Mic2
QG4781	Z	QG4781	6.9174	158.2615	Micronesia	Mic2
QG5161	Z	QG5161	6.9066	158.1818	Micronesia	Mic2
QG5366	Z	QG5366	6.9169	158.2622	Micronesia	Mic2
QG5405	Z	QG5405	6.9066	158.1818	Micronesia	Mic2
QG5502	Z	QG5502	6.9174	158.2615	Micronesia	Mic2
QG5503	Z	QG5503	6.9174	158.2615	Micronesia	Mic2
QG5550	Z	QG5550	6.9171	158.2622	Micronesia	Mic2
QG5552	Z	QG5552	6.9171	158.2622	Micronesia	Mic2
QG5576	Z	QG5576	6.9181	158.2619	Micronesia	Mic2
QG5588	Z	QG5588	6.9066	158.1818	Micronesia	Mic2
QG5650	Z	QG5650	6.9181	158.2619	Micronesia	Mic2
QG5628	Z	QG5628	6.9171	158.2622	Micronesia	Mic2
QG5629	Z	QG5629	6.9169	158.2622	Micronesia	Mic2
QG5551	Z	QG5551	6.9171	158.2622	Micronesia	Mic2
QG5365	Z	QG5365	6.9169	158.2622	Micronesia	Mic2
QG5364	Z	QG5364	6.9169	158.2622	Micronesia	Mic2
