samples	cluster	strain	lat	long	geo	Lineage
NIC56	B	NIC56	4.08263	-52.67992	South America	LAC
NIC496	B	NIC496	4.08803	-52.67552	South America	LAC
NIC444	B	NIC444	4.08422	-52.67452	South America	LAC
HPT33	C	HPT33	-5.2563	119.86386	Malay Archipelago	Ma3
NIC1132	E	NIC1132	-12.87564397	-69.49700503	South America	LAC
NIC1136	E	NIC1136	-12.872141	-69.49788203	South America	LAC
NIC1161	E	NIC1161	-12.87576098	-69.496324	South America	LAC
NIC1193	E	NIC1193	-12.84973802	-69.45760002	South America	LAC
NIC1121	E	NIC1121	-12.87416004	-69.49736402	South America	LAC
NIC1145	E	NIC1145	-12.87499001	-69.49504701	South America	LAC
NIC1164	E	NIC1164	-12.87692699	-69.49483403	South America	LAC
QG3535	E	QG3535	10.43792	-84.01132	Central America	LAC
QG3839	E	QG3839	10.43792	-84.01132	Central America	LAC
QG3808	F	QG3808	10.43288	-84.00678	Central America	LAC
QG3831	F	QG3831	10.43182	-84.01499	Central America	LAC
QG3845	F	QG3845	10.43082	-84.01138	Central America	LAC
QG3800	F	QG3800	10.42974	-84.00938	Central America	LAC
QG1000	G	QG1000	9.170850606	-79.84289876	Central America	LAC
QG2724	G	QG2724	9.1598	-79.8399	Central America	LAC
QG2770	G	QG2770	9.1576	-79.83393333	Central America	LAC
QG3008	G	QG3008	9.16005	-79.841	Central America	LAC
QG3010	G	QG3010	9.159966667	-79.84096667	Central America	LAC
QG3011	G	QG3011	9.159966667	-79.84096667	Central America	LAC
QG3013	G	QG3013	9.159766667	-79.841	Central America	LAC
QG3037	G	QG3037	9.164533333	-79.84156667	Central America	LAC
QG3038	G	QG3038	9.164533333	-79.84156667	Central America	LAC
QG3055	G	QG3055	9.16484	-79.83659	Central America	LAC
QG3064	G	QG3064	9.16092	-79.84046	Central America	LAC
QG834	G	QG834	9.15385	-79.83077	Central America	LAC
QG836	G	QG836	9.15447	-79.82758	Central America	LAC
QG841	G	QG841	9.161421	-79.837195	Central America	LAC
QG845	G	QG845	9.15443	-79.82735	Central America	LAC
QG846	G	QG846	9.15443	-79.82735	Central America	LAC
QG852	G	QG852	9.15443	-79.82735	Central America	LAC
QG935	G	QG935	9.159499	-79.838839	Central America	LAC
QG1004	G	QG1004	9.164456	-79.844623	Central America	LAC
QG987	G	QG987	9.147419	-79.85312	Central America	LAC
QG921	G	QG921	9.164456	-79.844623	Central America	LAC
JU1846	H	JU1846	4.0911	-52.674633	South America	LAC
NIC1477	H	NIC1477	4.086242002	-52.67756699	South America	LAC
NIC58	H	NIC58	4.08731	-52.67866	South America	LAC
NIC99	H	NIC99	4.08747	-52.67394	South America	LAC
ECA1306	I	ECA1306	21.34293	-157.8239	Hawaii	Hw1
ECA1309	I	ECA1309	21.34293	-157.8239	Hawaii	Hw1
ECA1310	I	ECA1310	21.34293	-157.8239	Hawaii	Hw1
ECA1481	I	ECA1481	21.39448889	-157.9002278	Hawaii	Hw1
ECA1518	I	ECA1518	21.39774444	-157.8914889	Hawaii	Hw1
ECA1579	I	ECA1579	21.317253	-157.81937	Hawaii	Hw1
ECA1581	I	ECA1581	21.317253	-157.81937	Hawaii	Hw1
ECA1583	I	ECA1583	21.317253	-157.81937	Hawaii	Hw1
ECA1585	I	ECA1585	21.317253	-157.81937	Hawaii	Hw1
ECA1603	I	ECA1603	21.39578611	-157.9005111	Hawaii	Hw1
ECA2087	I	ECA2087	21.394489	-157.90023	Hawaii	Hw1
ECA2898	I	ECA2898	21.355658	-157.7645652	Hawaii	Hw1
ECA2900	I	ECA2900	21.355658	-157.7645652	Hawaii	Hw1
ECA801	I	ECA801	20.78352803	-156.0650423	Hawaii	Hw1
ECA803	I	ECA803	20.78352803	-156.0650423	Hawaii	Hw1
ECA2899	I	ECA2899	21.355658	-157.7645652	Hawaii	Hw1
ECA2910	I	ECA2910	21.355658	-157.7645652	Hawaii	Hw1
ECA800	I	ECA800	20.78352803	-156.0650423	Hawaii	Hw1
ECA802	I	ECA802	20.78352803	-156.0650423	Hawaii	Hw1
ECA2920	I	ECA2920	21.355658	-157.7645652	Hawaii	Hw1
ECA804	I	ECA804	20.807406	-156.096654	Hawaii	Hw1
ECA1599	I	ECA1599	21.394489	-157.90023	Hawaii	Hw1
ECA805	I	ECA805	20.807406	-156.096654	Hawaii	Hw1
NIC1005	J	NIC1005	4.03896	-52.66843	South America	LAC
NIC1012	J	NIC1012	4.03793	-52.67185	South America	LAC
NIC1016	J	NIC1016	4.03793	-52.67185	South America	LAC
NIC1033	J	NIC1033	4.03724	-52.67196	South America	LAC
NIC2371	J	NIC2371	4.042387968	-52.67838799	South America	LAC
NIC372	J	NIC372	4.03712	-52.67044	South America	LAC
NIC382	J	NIC382	4.03801	-52.67711	South America	LAC
NIC396	J	NIC396	4.03893	-52.67352	South America	LAC
NIC416	J	NIC416	4.03714	-52.67109	South America	LAC
NIC926	J	NIC926	4.03837	-52.67075	South America	LAC
NIC942	J	NIC942	4.04007	-52.67494	South America	LAC
NIC947	J	NIC947	4.03997	-52.67496	South America	LAC
NIC956	J	NIC956	4.0401	-52.67504	South America	LAC
NIC958	J	NIC958	4.03502	-52.67796	South America	LAC
NIC964	J	NIC964	4.03701	-52.67172	South America	LAC
NIC970	J	NIC970	4.03085	-52.68408	South America	LAC
NIC975	J	NIC975	4.03819	-52.67066	South America	LAC
NIC977	J	NIC977	4.03819	-52.67066	South America	LAC
NIC999	J	NIC999	4.03938	-52.67617	South America	LAC
NIC961	J	NIC961	4.03726	-52.67143	South America	LAC
NIC972	J	NIC972	4.03701	-52.67172	South America	LAC
NIC965	J	NIC965	4.03701	-52.67172	South America	LAC
NIC962	J	NIC962	4.03875	-52.6677	South America	LAC
NIC2361	J	NIC2361	4.038404971	-52.677023	South America	LAC
BRC20391	K	BRC20391	25.016672	121.557423	Taiwan	Tw5
HPT25	K	HPT25	-8.5315	116.239193	Malay Archipelago	Ma2
NIC1563	K	NIC1563	25.00481	121.73369	Taiwan	Tw5
HPT39	K	HPT39	-5.252764	119.865139	Malay Archipelago	Ma2
QG2896	L	QG2896	-16.10295	145.44645	Australia	Au
QG2905	L	QG2905	-16.10365	145.447317	Australia	Au
QG2897	L	QG2897	-16.10295	145.44645	Australia	Au
QG2899	L	QG2899	-16.103617	145.4467	Australia	Au
QG2904	L	QG2904	-16.10365	145.447317	Australia	Au
QG2898	L	QG2898	-16.103617	145.4467	Australia	Au
NIC1541	M	NIC1541	25.05792	121.77076	Taiwan	Tw3
NIC1546	M	NIC1546	25.05343	121.77265	Taiwan	Tw3
NIC1553	M	NIC1553	25.02212	121.73275	Taiwan	Tw3
NIC1557	M	NIC1557	25.01713	121.73247	Taiwan	Tw3
NIC1561	M	NIC1561	25.00481	121.73369	Taiwan	Tw3
NIC1564	M	NIC1564	25.00469	121.7343	Taiwan	Tw3
NIC1646	M	NIC1646	25.06549	121.82703	Taiwan	Tw3
NIC1648	M	NIC1648	25.06574	121.82753	Taiwan	Tw3
NIC1647	M	NIC1647	25.06574	121.82753	Taiwan	Tw3
BRC20464	M	BRC20464	24.822726	121.735653	Taiwan	Tw3
NIC1544	M	NIC1544	25.05343	121.77265	Taiwan	Tw3
NIC1649	M	NIC1649	25.06574	121.82753	Taiwan	Tw3
NIC1545	M	NIC1545	25.05343	121.77265	Taiwan	Tw3
NIC1542	M	NIC1542	25.05704	121.77109	Taiwan	Tw3
NIC530	M	NIC530	24.6	121	Taiwan	Tw3
NIC517	M	NIC517	25.00739	121.900472	Taiwan	Tw3
NIC1550	M	NIC1550	25.05343	121.77265	Taiwan	Tw3
NIC1551	M	NIC1551	25.02212	121.73275	Taiwan	Tw3
NIC1644	M	NIC1644	25.06464	121.82481	Taiwan	Tw3
NIC1548	M	NIC1548	25.05343	121.77265	Taiwan	Tw3
NIC1549	M	NIC1549	25.05343	121.77265	Taiwan	Tw3
NIC1650	M	NIC1650	25.06574	121.82753	Taiwan	Tw3
JU1428	N	JU1428	4.08	-52.68	South America	LAC
NIC1317	N	NIC1317	4.555320963	-52.209778	South America	LAC
NIC1323	N	NIC1323	4.556285972	-52.20881601	South America	LAC
NIC1363	N	NIC1363	4.058048967	-52.67827903	South America	LAC
NIC904	N	NIC904	4.03117	-52.68019	South America	LAC
NIC936	N	NIC936	4.03149	-52.68573	South America	LAC
NIC957	N	NIC957	4.03952	-52.67598	South America	LAC
NIC993	N	NIC993	4.04255	-52.67816	South America	LAC
NIC105	N	NIC105	4.08747	-52.67394	South America	LAC
JU1848	O	JU1848	4.090933	-52.674933	South America	LAC
JU1850	O	JU1850	4.086683	-52.68165	South America	LAC
JU1851	O	JU1851	4.087367	-52.682217	South America	LAC
NIC1354	O	NIC1354	4.071575012	-52.68970096	South America	LAC
NIC1438	O	NIC1438	4.08830001	-52.68124396	South America	LAC
NIC1470	O	NIC1470	4.090107987	-52.68292302	South America	LAC
NIC1514	O	NIC1514	4.085349999	-52.68294297	South America	LAC
NIC284	O	NIC284	4.07513	-52.6921	South America	LAC
NIC286	O	NIC286	4.08808	-52.67976	South America	LAC
NIC294	O	NIC294	4.09492	-52.68604	South America	LAC
NIC91	O	NIC91	4.08747	-52.67394	South America	LAC
NIC475	O	NIC475	4.08631	-52.67243	South America	LAC
JU1871	O	JU1871	4.082883	-52.679783	South America	LAC
NIC491	O	NIC491	4.08507	-52.68325	South America	LAC
NIC445	O	NIC445	4.08558	-52.67682	South America	LAC
NIC291	O	NIC291	4.092299	-52.675813	South America	LAC
JU1634	P	JU1634	17.12	-25.049	Africa	Af
JU1641	P	JU1641	14.9174	-23.6049	Africa	Af
JU3170	P	JU3170	0.289	6.612	Africa	Af
NIC1526	P	NIC1526	-16.755721	49.99665	Africa	Af
JU1630	P	JU1630	17.1064	-25.1222	Africa	Af
JU1636	P	JU1636	17.129	-25.0966	Africa	Af
JU1631	P	JU1631	17.1404	-25.1261	Africa	Af
JU1818	P	JU1818	4.595467	-52.262633	South America	Af
NIC1531	P	NIC1531	-16.755873	49.996516	Africa	Af
JU1639	P	JU1639	17.149	-25.0696	Africa	Af
JU1640	P	JU1640	15.084	-23.5215	Africa	Af
NIC1534	P	NIC1534	-17.088793	49.827329	Africa	Af
JU1633	P	JU1633	17.115	-25.05	Africa	Af
JU1632	P	JU1632	17.1508	-25.1314	Africa	Af
NIC125	Q	NIC125	16.0207	-61.597	Caribbean	LAC
NIC1846	Q	NIC1846	13.1938	-59.637	Caribbean	LAC
NIC1912	Q	NIC1912	14.724882	-61.105406	Caribbean	LAC
NIC535	Q	NIC535	15.23686	-61.34787	Caribbean	LAC
NIC551	Q	NIC551	15.56923	-61.3744	Caribbean	LAC
NIC575	Q	NIC575	15.40564	-61.34607	Caribbean	LAC
NIC577	Q	NIC577	15.40564	-61.34607	Caribbean	LAC
NIC587	Q	NIC587	15.40528	-61.34618	Caribbean	LAC
NIC749	Q	NIC749	15.31568	-61.29654	Caribbean	LAC
NIC763	Q	NIC763	15.33997	-61.30419	Caribbean	LAC
NIC540	Q	NIC540	15.23686	-61.34787	Caribbean	LAC
NIC589	Q	NIC589	15.40528	-61.34618	Caribbean	LAC
NIC746	Q	NIC746	15.31929	-61.30588	Caribbean	LAC
NIC1879	Q	NIC1879	14.746073	-61.086543	Caribbean	LAC
NIC124	Q	NIC124	16.0435	-61.643	Caribbean	LAC
NIC129	Q	NIC129	16.0207	-61.597	Caribbean	LAC
NIC585	Q	NIC585	15.40415	-61.34645	Caribbean	LAC
NIC591	Q	NIC591	15.40585	-61.34613	Caribbean	LAC
NIC247	Q	NIC247	16.03608	-61.635025	Caribbean	LAC
NIC775	Q	NIC775	15.34529	-61.31009	Caribbean	LAC
NIC751	Q	NIC751	15.39709	-61.31183	Caribbean	LAC
QG3523	R	QG3523	10.43288	-84.00678	Central America	LAC
QG3533	R	QG3533	10.42641667	-84.01201667	Central America	LAC
QG3546	R	QG3546	10.43288	-84.00678	Central America	LAC
QG3805	R	QG3805	10.42608333	-84.0092	Central America	LAC
QG3809	R	QG3809	10.43288	-84.00678	Central America	LAC
QG3812	R	QG3812	10.42963	-84.00833	Central America	LAC
QG3849	R	QG3849	10.42551667	-84.01403333	Central America	LAC
QG3862	R	QG3862	10.42608333	-84.0092	Central America	LAC
QG3872	R	QG3872	10.44027	-84.01227	Central America	LAC
QG3873	R	QG3873	10.44027	-84.01227	Central America	LAC
ECA1311	S	ECA1311	20.04062	-155.4413	Hawaii	HC
ECA1312	S	ECA1312	20.04062	-155.4413	Hawaii	HC
ECA1313	S	ECA1313	20.04062	-155.4413	Hawaii	HC
ECA797	S	ECA797	19.590717	-155.067906	Hawaii	HC
ECA798	S	ECA798	19.906725	-155.141275	Hawaii	HC
NIC1916	S	NIC1916	14.67639	-61.090457	Caribbean	HC
NIC1918	S	NIC1918	14.676352	-61.090455	Caribbean	HC
NIC570	S	NIC570	15.47461	-61.29876	Caribbean	HC
NIC584	S	NIC584	15.40368	-61.34699	Caribbean	HC
NIC747	S	NIC747	15.31566	-61.2969	Caribbean	HC
NIC1915	S	NIC1915	14.67639	-61.090457	Caribbean	HC
NIC1919	S	NIC1919	14.676352	-61.090455	Caribbean	HC
NIC567	S	NIC567	15.37806	-61.33964	Caribbean	HC
NIC1543	T	NIC1543	25.05704	121.77109	Taiwan	Tw3
NIC1653	T	NIC1653	25.02814	121.74912	Taiwan	Tw3
BRC20400	T	BRC20400	25.016672	121.557423	Taiwan	Tw3
NIC1559	T	NIC1559	25.01519	121.73311	Taiwan	Tw3
NIC1547	T	NIC1547	25.05343	121.77265	Taiwan	Tw3
NIC1272	U	NIC1272	3.648232995	-53.19701498	South America	LAC
NIC1276	U	NIC1276	3.61280797	-53.180336	South America	LAC
NIC1278	U	NIC1278	3.638634961	-53.20414497	South America	LAC
NIC1386	U	NIC1386	3.602447016	-53.19164	South America	LAC
NIC1389	U	NIC1389	3.616803959	-53.19629196	South America	LAC
NIC339	U	NIC339	5.41305	-53.65004	South America	LAC
NIC408	U	NIC408	5.40848	-53.65181	South America	LAC
NIC1410	U	NIC1410	3.61230799	-53.21481999	South America	LAC
NIC1408	U	NIC1408	3.641236033	-53.18958099	South America	LAC
NIC1275	U	NIC1275	3.643404013	-53.19835701	South America	LAC
ECA1301	V	ECA1301	21.34202	-157.8096	Hawaii	Hw3
ECA1302	V	ECA1302	21.34202	-157.8096	Hawaii	Hw3
ECA1401	V	ECA1401	21.342699	-157.821547	Hawaii	Hw3
ECA1405	V	ECA1405	21.342699	-157.821547	Hawaii	Hw3
ECA788	V	ECA788	21.362625	-157.779914	Hawaii	Hw3
ECA789	V	ECA789	21.336056	-157.799786	Hawaii	Hw3
ECA1307	V	ECA1307	21.34198	-157.8095	Hawaii	Hw3
ECA1299	V	ECA1299	21.34198	-157.8095	Hawaii	Hw3
ECA1305	V	ECA1305	21.34091	-157.822	Hawaii	Hw3
ECA1403	V	ECA1403	21.342699	-157.821547	Hawaii	Hw3
ECA1303	V	ECA1303	21.34202	-157.8096	Hawaii	Hw3
ECA1300	V	ECA1300	21.34202	-157.8096	Hawaii	Hw3
ECA1304	V	ECA1304	21.34202	-157.8096	Hawaii	Hw3
QG4629	W	QG4629	6.8679	158.1784	Micronesia	Mic
QG4669	W	QG4669	6.9684	158.1899	Micronesia	Mic
QG4672	W	QG4672	6.9643	158.1915	Micronesia	Mic
QG4694	W	QG4694	6.9661	158.1916	Micronesia	Mic
QG4695	W	QG4695	6.8648	158.1774	Micronesia	Mic
QG4714	W	QG4714	6.8577	158.2157	Micronesia	Mic
QG4740	W	QG4740	6.9204	158.2633	Micronesia	Mic
QG4871	W	QG4871	6.9204	158.2633	Micronesia	Mic
QG4878	W	QG4878	6.8632	158.1746	Micronesia	Mic
QG4893	W	QG4893	6.8577	158.2157	Micronesia	Mic
QG5220	W	QG5220	6.8632	158.1746	Micronesia	Mic
QG5237	W	QG5237	6.8632	158.1746	Micronesia	Mic
QG5262	W	QG5262	6.8648	158.1774	Micronesia	Mic
QG5319	W	QG5319	6.8569	158.2198	Micronesia	Mic
QG5502	W	QG5502	6.9174	158.2615	Micronesia	Mic
QG5576	W	QG5576	6.9181	158.2619	Micronesia	Mic
QG5650	W	QG5650	6.9181	158.2619	Micronesia	Mic
QG4892	W	QG4892	6.9204	158.2633	Micronesia	Mic
QG4779	W	QG4779	6.9171	158.2622	Micronesia	Mic
QG5161	W	QG5161	6.9066	158.1818	Micronesia	Mic
QG5365	W	QG5365	6.9169	158.2622	Micronesia	Mic
QG5366	W	QG5366	6.9169	158.2622	Micronesia	Mic
QG5405	W	QG5405	6.9066	158.1818	Micronesia	Mic
QG5551	W	QG5551	6.9171	158.2622	Micronesia	Mic
QG5588	W	QG5588	6.9066	158.1818	Micronesia	Mic
QG5628	W	QG5628	6.9171	158.2622	Micronesia	Mic
QG5629	W	QG5629	6.9169	158.2622	Micronesia	Mic
QG5260	W	QG5260	6.8632	158.1746	Micronesia	Mic
QG5364	W	QG5364	6.9169	158.2622	Micronesia	Mic
QG4781	W	QG4781	6.9174	158.2615	Micronesia	Mic
QG5160	W	QG5160	6.918	158.2617	Micronesia	Mic
QG5256	W	QG5256	6.8632	158.1746	Micronesia	Mic
QG5503	W	QG5503	6.9174	158.2615	Micronesia	Mic
QG4696	W	QG4696	6.9668	158.1916	Micronesia	Mic
QG4754	W	QG4754	6.9169	158.2622	Micronesia	Mic
QG4730	W	QG4730	6.9196	158.2631	Micronesia	Mic
QG5159	W	QG5159	6.918	158.2617	Micronesia	Mic
QG5550	W	QG5550	6.9171	158.2622	Micronesia	Mic
QG5552	W	QG5552	6.9171	158.2622	Micronesia	Mic
QG4894	W	QG4894	6.9196	158.2631	Micronesia	Mic
QG4870	W	QG4870	6.9204	158.2633	Micronesia	Mic
QG5643	W	QG5643	6.9179	158.2617	Micronesia	Mic
QG5652	W	QG5652	6.918	158.2617	Micronesia	Mic
QG4904	W	QG4904	6.9196	158.2631	Micronesia	Mic
NIC1556	X	NIC1556	25.02132	121.73295	Taiwan	Tw2
NIC1560	X	NIC1560	25.01519	121.73311	Taiwan	Tw2
NIC1694	X	NIC1694	25.02177	121.58537	Taiwan	Tw2
NIC894	X	NIC894	22.01967	121.57357	Taiwan	Tw4
NIC895	X	NIC895	22.01967	121.57357	Taiwan	Tw4
NIC898	X	NIC898	22.01967	121.57357	Taiwan	Tw4
QG4739	X	QG4739	6.9066	158.1818	Micronesia	Mic
QG4759	X	QG4759	6.9066	158.1818	Micronesia	Mic
QG4817	X	QG4817	6.8569	158.2207	Micronesia	Mic
QG4824	X	QG4824	6.8569	158.2207	Micronesia	Mic
QG4866	X	QG4866	6.8567	158.2225	Micronesia	Mic
QG5104	X	QG5104	6.9066	158.1818	Micronesia	Mic
QG5654	X	QG5654	6.8569	158.2207	Micronesia	Mic
TWN2103	X	TWN2103	25.16666667	121.5166667	Taiwan	Tw2
QG4867	X	QG4867	6.8567	158.2225	Micronesia	Mic
QG4891	X	QG4891	6.8567	158.2225	Micronesia	Mic
QG5510	X	QG5510	6.9639	158.1907	Micronesia	Mic
QG4659	X	QG4659	6.8567	158.2225	Micronesia	Mic
QG4897	X	QG4897	6.8567	158.2225	Micronesia	Mic
QG4713	X	QG4713	6.9674	158.1904	Micronesia	Mic
QG5602	X	QG5602	6.9639	158.1908	Micronesia	Mic
QG4671	X	QG4671	6.9639	158.1908	Micronesia	Mic
QG5638	X	QG5638	6.9639	158.1908	Micronesia	Mic
QG4741	X	QG4741	6.8538	158.2157	Micronesia	Mic
QG4702	X	QG4702	6.8569	158.2207	Micronesia	Mic
QG5655	X	QG5655	6.9639	158.1907	Micronesia	Mic
QG4653	X	QG4653	6.9639	158.1907	Micronesia	Mic
QG4780	X	QG4780	6.9066	158.1818	Micronesia	Mic
BRC20548	Y	BRC20548	22.753556	120.731306	Taiwan	Tw1
NIC1565	Y	NIC1565	23.86597	120.90747	Taiwan	Tw1
NIC1583	Y	NIC1583	23.58773	121.34154	Taiwan	Tw1
NIC1584	Y	NIC1584	23.58773	121.34154	Taiwan	Tw1
NIC1585	Y	NIC1585	23.58773	121.34154	Taiwan	Tw1
NIC1587	Y	NIC1587	23.58801	121.34578	Taiwan	Tw1
NIC1588	Y	NIC1588	23.58801	121.34578	Taiwan	Tw1
NIC1596	Y	NIC1596	24.6871	121.13633	Taiwan	Tw1
NIC1603	Y	NIC1603	24.68897	121.13965	Taiwan	Tw1
NIC1658	Y	NIC1658	25.02814	121.74912	Taiwan	Tw1
NIC1586	Y	NIC1586	23.58878	121.33879	Taiwan	Tw1
NIC1000	Z	NIC1000	4.0391	-52.6675	South America	LAC
NIC1293	Z	NIC1293	3.644524002	-53.19812902	South America	LAC
NIC1301	Z	NIC1301	3.620189996	-53.20809804	South America	LAC
NIC1305	Z	NIC1305	3.614802025	-53.19812601	South America	LAC
NIC1337	Z	NIC1337	4.048613962	-52.676549	South America	LAC
NIC387	Z	NIC387	4.03671	-52.67728	South America	LAC
NIC909	Z	NIC909	4.03955	-52.67374	South America	LAC
NIC927	Z	NIC927	4.04213	-52.68083	South America	LAC
NIC959	Z	NIC959	4.03201	-52.68039	South America	LAC
NIC980	Z	NIC980	4.03822	-52.67031	South America	LAC
NIC422	Z	NIC422	4.03943	-52.67587	South America	LAC
