samples	cluster	strain	lat	long	geo	Lineage
QG5104	AA	QG5104	6.9066	158.1818	Micronesia	Mic1
QG4780	AA	QG4780	6.9066	158.1818	Micronesia	Mic1
JU1428	AB	JU1428	4.08	-52.68	South America	LAC
NIC105	AB	NIC105	4.08747	-52.67394	South America	LAC
NIC1254	AB	NIC1254	4.085349999	-52.68294297	South America	LAC
NIC1277	AB	NIC1277	3.607720993	-53.19995603	South America	LAC
NIC1313	AB	NIC1313	4.54814597	-52.21200599	South America	LAC
NIC1321	AB	NIC1321	4.558942029	-52.20779099	South America	LAC
NIC1392	AB	NIC1392	3.601659033	-53.190647	South America	LAC
NIC1400	AB	NIC1400	4.561057035	-52.18330602	South America	LAC
NIC1408	AB	NIC1408	3.641236033	-53.18958099	South America	LAC
NIC1453	AB	NIC1453	4.554173984	-52.21073999	South America	LAC
NIC322	AB	NIC322	5.29111	-53.05539	South America	LAC
NIC365	AB	NIC365	4.03617	-52.67805	South America	LAC
NIC408	AB	NIC408	5.40848	-53.65181	South America	LAC
NIC904	AB	NIC904	4.03117	-52.68019	South America	LAC
NIC908	AB	NIC908	4.04372	-52.67704	South America	LAC
NIC434	AB	NIC434	4.08584	-52.67358	South America	LAC
NIC936	AB	NIC936	4.03149	-52.68573	South America	LAC
NIC1323	AB	NIC1323	4.556285972	-52.20881601	South America	LAC
NIC1316	AB	NIC1316	4.548271028	-52.21274	South America	LAC
NIC1317	AB	NIC1317	4.555320963	-52.209778	South America	LAC
NIC1309	AB	NIC1309	4.548271028	-52.21274	South America	LAC
NIC1276	AB	NIC1276	3.61280797	-53.180336	South America	LAC
NIC957	AB	NIC957	4.03952	-52.67598	South America	LAC
JU1631	B	JU1631	17.1404	-25.1261	Africa	Af
JU1632	B	JU1632	17.1508	-25.1314	Africa	Af
JU1633	B	JU1633	17.115	-25.05	Africa	Af
JU1634	B	JU1634	17.12	-25.049	Africa	Af
JU1636	B	JU1636	17.129	-25.0966	Africa	Af
JU1640	B	JU1640	15.084	-23.5215	Africa	Af
JU1641	B	JU1641	14.9174	-23.6049	Africa	Af
JU1818	B	JU1818	4.595467	-52.262633	South America	Af
JU1639	B	JU1639	17.149	-25.0696	Africa	Af
JU1630	B	JU1630	17.1064	-25.1222	Africa	Af
ECA791	C	ECA791	22.193317	-159.478956	Hawaii	HC
ECA792	C	ECA792	22.193317	-159.478956	Hawaii	HC
ECA796	C	ECA796	19.905167	-155.139322	Hawaii	HC
ECA2976	C	ECA2976	22.0638967	-159.3522759	Hawaii	HC
ECA2954	C	ECA2954	22.0638967	-159.3522759	Hawaii	HC
NIC192	C	NIC192	16.0459	-61.6262	Caribbean	HC
ECA2955	C	ECA2955	22.0638967	-159.3522759	Hawaii	HC
ECA793	C	ECA793	22.194578	-159.478478	Hawaii	HC
NIC122	C	NIC122	16.1779	-61.6563	Caribbean	HC
ECA2909	C	ECA2909	19.11058638	-155.8263837	Hawaii	HC
ECA3053	C	ECA3053	20.0389764	-155.4399684	Hawaii	HC
NIC749	D	NIC749	15.31568	-61.29654	Caribbean	LAC
NIC751	D	NIC751	15.39709	-61.31183	Caribbean	LAC
NIC763	D	NIC763	15.33997	-61.30419	Caribbean	LAC
NIC773	D	NIC773	15.3456	-61.30918	Caribbean	LAC
NIC1976	D	NIC1976	14.67639	-61.090457	Caribbean	LAC
NIC775	D	NIC775	15.34529	-61.31009	Caribbean	LAC
NIC247	D	NIC247	16.03608	-61.635025	Caribbean	LAC
BRC20548	E	BRC20548	22.753556	120.731306	Taiwan	Tw1
NIC1588	E	NIC1588	23.58801	121.34578	Taiwan	Tw1
NIC1586	E	NIC1586	23.58878	121.33879	Taiwan	Tw1
NIC1603	E	NIC1603	24.68897	121.13965	Taiwan	Tw1
NIC1596	E	NIC1596	24.6871	121.13633	Taiwan	Tw1
NIC1587	E	NIC1587	23.58801	121.34578	Taiwan	Tw1
NIC1584	E	NIC1584	23.58773	121.34154	Taiwan	Tw1
NIC1583	E	NIC1583	23.58773	121.34154	Taiwan	Tw1
NIC1585	E	NIC1585	23.58773	121.34154	Taiwan	Tw1
NIC1658	E	NIC1658	25.02814	121.74912	Taiwan	Tw1
NIC1565	E	NIC1565	23.86597	120.90747	Taiwan	Tw1
ECA1481	F	ECA1481	21.39448889	-157.9002278	Hawaii	Hw1
ECA1579	F	ECA1579	21.317253	-157.81937	Hawaii	Hw1
ECA1581	F	ECA1581	21.317253	-157.81937	Hawaii	Hw1
ECA1583	F	ECA1583	21.317253	-157.81937	Hawaii	Hw1
ECA1585	F	ECA1585	21.317253	-157.81937	Hawaii	Hw1
ECA1603	F	ECA1603	21.39578611	-157.9005111	Hawaii	Hw1
ECA2898	F	ECA2898	21.355658	-157.7645652	Hawaii	Hw1
ECA2899	F	ECA2899	21.355658	-157.7645652	Hawaii	Hw1
ECA2900	F	ECA2900	21.355658	-157.7645652	Hawaii	Hw1
ECA2910	F	ECA2910	21.355658	-157.7645652	Hawaii	Hw1
ECA2920	F	ECA2920	21.355658	-157.7645652	Hawaii	Hw1
ECA801	F	ECA801	20.78352803	-156.0650423	Hawaii	Hw1
ECA803	F	ECA803	20.78352803	-156.0650423	Hawaii	Hw1
ECA804	F	ECA804	20.807406	-156.096654	Hawaii	Hw1
ECA805	F	ECA805	20.807406	-156.096654	Hawaii	Hw1
ECA1310	F	ECA1310	21.34293	-157.8239	Hawaii	Hw1
ECA1518	F	ECA1518	21.39774444	-157.8914889	Hawaii	Hw1
ECA1306	F	ECA1306	21.34293	-157.8239	Hawaii	Hw1
ECA800	F	ECA800	20.78352803	-156.0650423	Hawaii	Hw1
ECA802	F	ECA802	20.78352803	-156.0650423	Hawaii	Hw1
ECA1309	F	ECA1309	21.34293	-157.8239	Hawaii	Hw1
ECA2087	F	ECA2087	21.394489	-157.90023	Hawaii	Hw1
ECA1599	F	ECA1599	21.394489	-157.90023	Hawaii	Hw1
QG2904	G	QG2904	-16.10365	145.447317	Australia	Au
QG2896	G	QG2896	-16.10295	145.44645	Australia	Au
QG2897	G	QG2897	-16.10295	145.44645	Australia	Au
QG2899	G	QG2899	-16.103617	145.4467	Australia	Au
QG2905	G	QG2905	-16.10365	145.447317	Australia	Au
QG2898	G	QG2898	-16.103617	145.4467	Australia	Au
JU3170	H	JU3170	0.289	6.612	Africa	Af
NIC1526	H	NIC1526	-16.755721	49.99665	Africa	Af
JU1373	H	JU1373	-21.0473	55.6885	Africa	Af
JU1800	H	JU1800	-21.0471	55.6887	Africa	Af
NIC1534	H	NIC1534	-17.088793	49.827329	Africa	Af
NIC1531	H	NIC1531	-16.755873	49.996516	Africa	Af
JU1374	H	JU1374	-21.0484	55.6878	Africa	Af
NIC1121	I	NIC1121	-12.87416004	-69.49736402	South America	LAC
NIC1136	I	NIC1136	-12.872141	-69.49788203	South America	LAC
NIC1145	I	NIC1145	-12.87499001	-69.49504701	South America	LAC
NIC1155	I	NIC1155	-12.87564204	-69.49654997	South America	LAC
NIC1164	I	NIC1164	-12.87692699	-69.49483403	South America	LAC
NIC1165	I	NIC1165	-12.87688399	-69.49484501	South America	LAC
NIC1170	I	NIC1170	-12.87956603	-69.49155604	South America	LAC
NIC1193	I	NIC1193	-12.84973802	-69.45760002	South America	LAC
NIC1344	I	NIC1344	4.055127036	-52.67816302	South America	LAC
NIC1132	I	NIC1132	-12.87564397	-69.49700503	South America	LAC
NIC1161	I	NIC1161	-12.87576098	-69.496324	South America	LAC
JU1838	I	JU1838	4.085517	-52.681917	South America	LAC
ECA1445	J	ECA1445	19.8552394	-155.1527495	Hawaii	Hw2
ECA1447	J	ECA1447	19.8552394	-155.1527495	Hawaii	Hw2
ECA1449	J	ECA1449	19.8552394	-155.1527495	Hawaii	Hw2
ECA1453	J	ECA1453	19.854497	-155.15326	Hawaii	Hw2
ECA1451	J	ECA1451	19.8552394	-155.1527495	Hawaii	Hw2
QG3800	K	QG3800	10.42974	-84.00938	Central America	LAC
QG3808	K	QG3808	10.43288	-84.00678	Central America	LAC
QG3828	K	QG3828	10.42346389	-84.00128333	Central America	LAC
QG3831	K	QG3831	10.43182	-84.01499	Central America	LAC
QG3845	K	QG3845	10.43082	-84.01138	Central America	LAC
QG3848	K	QG3848	10.43082	-84.01138	Central America	LAC
EG6180	L	EG6180	18.3	-65.8	Caribbean	LAC
NIC1911	L	NIC1911	14.804986	-61.146231	Caribbean	LAC
ECA788	M	ECA788	21.362625	-157.779914	Hawaii	Hw3
ECA789	M	ECA789	21.336056	-157.799786	Hawaii	Hw3
ECA1299	M	ECA1299	21.34198	-157.8095	Hawaii	Hw3
ECA1302	M	ECA1302	21.34202	-157.8096	Hawaii	Hw3
ECA1304	M	ECA1304	21.34202	-157.8096	Hawaii	Hw3
ECA1307	M	ECA1307	21.34198	-157.8095	Hawaii	Hw3
ECA1403	M	ECA1403	21.342699	-157.821547	Hawaii	Hw3
ECA1405	M	ECA1405	21.342699	-157.821547	Hawaii	Hw3
ECA1305	M	ECA1305	21.34091	-157.822	Hawaii	Hw3
ECA1401	M	ECA1401	21.342699	-157.821547	Hawaii	Hw3
ECA1303	M	ECA1303	21.34202	-157.8096	Hawaii	Hw3
ECA1300	M	ECA1300	21.34202	-157.8096	Hawaii	Hw3
ECA1301	M	ECA1301	21.34202	-157.8096	Hawaii	Hw3
QG4754	N	QG4754	6.9169	158.2622	Micronesia	Mic2
QG5551	N	QG5551	6.9171	158.2622	Micronesia	Mic2
QG5629	N	QG5629	6.9169	158.2622	Micronesia	Mic2
QG5405	N	QG5405	6.9066	158.1818	Micronesia	Mic2
QG5550	N	QG5550	6.9171	158.2622	Micronesia	Mic2
QG5552	N	QG5552	6.9171	158.2622	Micronesia	Mic2
QG5365	N	QG5365	6.9169	158.2622	Micronesia	Mic2
QG5650	N	QG5650	6.9181	158.2619	Micronesia	Mic2
QG5364	N	QG5364	6.9169	158.2622	Micronesia	Mic2
QG5502	N	QG5502	6.9174	158.2615	Micronesia	Mic2
QG5576	N	QG5576	6.9181	158.2619	Micronesia	Mic2
QG5628	N	QG5628	6.9171	158.2622	Micronesia	Mic2
QG5161	N	QG5161	6.9066	158.1818	Micronesia	Mic2
QG4779	N	QG4779	6.9171	158.2622	Micronesia	Mic2
QG5503	N	QG5503	6.9174	158.2615	Micronesia	Mic2
QG4781	N	QG4781	6.9174	158.2615	Micronesia	Mic2
QG5366	N	QG5366	6.9169	158.2622	Micronesia	Mic2
QG5588	N	QG5588	6.9066	158.1818	Micronesia	Mic2
JU1870	O	JU1870	4.082883	-52.679783	South America	LAC
NIC1252	O	NIC1252	4.085349999	-52.68294297	South America	LAC
NIC444	O	NIC444	4.08422	-52.67452	South America	LAC
NIC1140	P	NIC1140	-12.87255297	-69.49927501	South America	LAC
NIC1142	P	NIC1142	-12.87388603	-69.49565898	South America	LAC
NIC1144	P	NIC1144	-12.87499001	-69.49504701	South America	LAC
NIC1147	P	NIC1147	-12.87586299	-69.49340601	South America	LAC
NIC1152	P	NIC1152	-12.87629499	-69.49540299	South America	LAC
NIC1153	P	NIC1153	-12.87629499	-69.49540299	South America	LAC
NIC1160	P	NIC1160	-12.875118	-69.49683102	South America	LAC
NIC1167	P	NIC1167	-12.87739897	-69.49448098	South America	LAC
NIC1169	P	NIC1169	-12.87919999	-69.49226297	South America	LAC
NIC1175	P	NIC1175	-12.88087302	-69.49066697	South America	LAC
NIC1176	P	NIC1176	-12.88127099	-69.49013798	South America	LAC
NIC1179	P	NIC1179	-12.882596	-69.48865003	South America	LAC
NIC1150	P	NIC1150	-12.87688499	-69.49274903	South America	LAC
NIC1151	P	NIC1151	-12.87644704	-69.49407396	South America	LAC
NIC1180	P	NIC1180	-12.88253004	-69.48824904	South America	LAC
NIC1146	P	NIC1146	-12.875765	-69.49353903	South America	LAC
NIC1168	P	NIC1168	-12.87918197	-69.49254099	South America	LAC
NIC1149	P	NIC1149	-12.87644897	-69.49256002	South America	LAC
NIC1000	Q	NIC1000	4.0391	-52.6675	South America	LAC
NIC1293	Q	NIC1293	3.644524002	-53.19812902	South America	LAC
NIC1301	Q	NIC1301	3.620189996	-53.20809804	South America	LAC
NIC1305	Q	NIC1305	3.614802025	-53.19812601	South America	LAC
NIC1307	Q	NIC1307	4.868027978	-52.34595903	South America	LAC
NIC1420	Q	NIC1420	3.603495006	-53.19458197	South America	LAC
NIC2364	Q	NIC2364	4.035310037	-52.67778299	South America	LAC
NIC344	Q	NIC344	5.41063	-53.6564	South America	LAC
NIC387	Q	NIC387	4.03671	-52.67728	South America	LAC
NIC422	Q	NIC422	4.03943	-52.67587	South America	LAC
NIC909	Q	NIC909	4.03955	-52.67374	South America	LAC
NIC927	Q	NIC927	4.04213	-52.68083	South America	LAC
NIC948	Q	NIC948	4.03711	-52.67206	South America	LAC
NIC959	Q	NIC959	4.03201	-52.68039	South America	LAC
NIC1411	Q	NIC1411	3.596770959	-53.17791598	South America	LAC
NIC980	Q	NIC980	4.03822	-52.67031	South America	LAC
NIC1337	Q	NIC1337	4.048613962	-52.676549	South America	LAC
NIC350	Q	NIC350	4.0903	-52.6842	South America	LAC
NIC1556	R	NIC1556	25.02132	121.73295	Taiwan	Tw2
NIC1694	R	NIC1694	25.02177	121.58537	Taiwan	Tw2
NIC895	R	NIC895	22.01967	121.57357	Taiwan	Tw4
TWN2103	R	TWN2103	25.16666667	121.5166667	Taiwan	Tw2
NIC1560	R	NIC1560	25.01519	121.73311	Taiwan	Tw2
NIC894	R	NIC894	22.01967	121.57357	Taiwan	Tw4
NIC898	R	NIC898	22.01967	121.57357	Taiwan	Tw4
QG1000	S	QG1000	9.170850606	-79.84289876	Central America	LAC
QG1004	S	QG1004	9.164456	-79.844623	Central America	LAC
QG2724	S	QG2724	9.1598	-79.8399	Central America	LAC
QG2770	S	QG2770	9.1576	-79.83393333	Central America	LAC
QG3008	S	QG3008	9.16005	-79.841	Central America	LAC
QG834	S	QG834	9.15385	-79.83077	Central America	LAC
QG836	S	QG836	9.15447	-79.82758	Central America	LAC
QG841	S	QG841	9.161421	-79.837195	Central America	LAC
QG845	S	QG845	9.15443	-79.82735	Central America	LAC
QG846	S	QG846	9.15443	-79.82735	Central America	LAC
QG852	S	QG852	9.15443	-79.82735	Central America	LAC
QG921	S	QG921	9.164456	-79.844623	Central America	LAC
QG3011	S	QG3011	9.159966667	-79.84096667	Central America	LAC
QG3013	S	QG3013	9.159766667	-79.841	Central America	LAC
QG3037	S	QG3037	9.164533333	-79.84156667	Central America	LAC
QG3064	S	QG3064	9.16092	-79.84046	Central America	LAC
QG3038	S	QG3038	9.164533333	-79.84156667	Central America	LAC
QG3055	S	QG3055	9.16484	-79.83659	Central America	LAC
QG935	S	QG935	9.159499	-79.838839	Central America	LAC
QG3010	S	QG3010	9.159966667	-79.84096667	Central America	LAC
QG987	S	QG987	9.147419	-79.85312	Central America	LAC
QG4730	T	QG4730	6.9196	158.2631	Micronesia	Mic2
QG4878	T	QG4878	6.8632	158.1746	Micronesia	Mic2
QG4904	T	QG4904	6.9196	158.2631	Micronesia	Mic2
QG5159	T	QG5159	6.918	158.2617	Micronesia	Mic2
QG5160	T	QG5160	6.918	158.2617	Micronesia	Mic2
QG5220	T	QG5220	6.8632	158.1746	Micronesia	Mic2
QG5256	T	QG5256	6.8632	158.1746	Micronesia	Mic2
QG5643	T	QG5643	6.9179	158.2617	Micronesia	Mic2
QG4629	T	QG4629	6.8679	158.1784	Micronesia	Mic2
QG4669	T	QG4669	6.9684	158.1899	Micronesia	Mic2
QG4694	T	QG4694	6.9661	158.1916	Micronesia	Mic2
QG4893	T	QG4893	6.8577	158.2157	Micronesia	Mic2
QG4894	T	QG4894	6.9196	158.2631	Micronesia	Mic2
QG4672	T	QG4672	6.9643	158.1915	Micronesia	Mic2
QG5237	T	QG5237	6.8632	158.1746	Micronesia	Mic2
QG5652	T	QG5652	6.918	158.2617	Micronesia	Mic2
QG4696	T	QG4696	6.9668	158.1916	Micronesia	Mic2
QG5260	T	QG5260	6.8632	158.1746	Micronesia	Mic2
QG5262	T	QG5262	6.8648	158.1774	Micronesia	Mic2
QG4695	T	QG4695	6.8648	158.1774	Micronesia	Mic2
QG4714	T	QG4714	6.8577	158.2157	Micronesia	Mic2
BRC20391	U	BRC20391	25.016672	121.557423	Taiwan	Tw5
HPT25	U	HPT25	-8.5315	116.239193	Indonesia	Indo2
HPT39	U	HPT39	-5.252764	119.865139	Indonesia	Indo2
NIC1563	U	NIC1563	25.00481	121.73369	Taiwan	Tw5
JU1848	V	JU1848	4.090933	-52.674933	South America	LAC
JU1850	V	JU1850	4.086683	-52.68165	South America	LAC
NIC1438	V	NIC1438	4.08830001	-52.68124396	South America	LAC
NIC1470	V	NIC1470	4.090107987	-52.68292302	South America	LAC
NIC1514	V	NIC1514	4.085349999	-52.68294297	South America	LAC
NIC284	V	NIC284	4.07513	-52.6921	South America	LAC
NIC291	V	NIC291	4.092299	-52.675813	South America	LAC
NIC294	V	NIC294	4.09492	-52.68604	South America	LAC
NIC491	V	NIC491	4.08507	-52.68325	South America	LAC
NIC91	V	NIC91	4.08747	-52.67394	South America	LAC
JU1836	V	JU1836	4.087883	-52.680033	South America	LAC
NIC1354	V	NIC1354	4.071575012	-52.68970096	South America	LAC
NIC286	V	NIC286	4.08808	-52.67976	South America	LAC
NIC475	V	NIC475	4.08631	-52.67243	South America	LAC
NIC445	V	NIC445	4.08558	-52.67682	South America	LAC
JU1871	V	JU1871	4.082883	-52.679783	South America	LAC
ECA1311	W	ECA1311	20.04062	-155.4413	Hawaii	HC
ECA1312	W	ECA1312	20.04062	-155.4413	Hawaii	HC
ECA1313	W	ECA1313	20.04062	-155.4413	Hawaii	HC
ECA797	W	ECA797	19.590717	-155.067906	Hawaii	HC
ECA798	W	ECA798	19.906725	-155.141275	Hawaii	HC
NIC1916	W	NIC1916	14.67639	-61.090457	Caribbean	HC
NIC567	W	NIC567	15.37806	-61.33964	Caribbean	HC
NIC570	W	NIC570	15.47461	-61.29876	Caribbean	HC
NIC584	W	NIC584	15.40368	-61.34699	Caribbean	HC
NIC1915	W	NIC1915	14.67639	-61.090457	Caribbean	HC
NIC1918	W	NIC1918	14.676352	-61.090455	Caribbean	HC
NIC1919	W	NIC1919	14.676352	-61.090455	Caribbean	HC
NIC747	W	NIC747	15.31566	-61.2969	Caribbean	HC
NIC1012	X	NIC1012	4.03793	-52.67185	South America	LAC
NIC1033	X	NIC1033	4.03724	-52.67196	South America	LAC
NIC1384	X	NIC1384	4.047968974	-52.67714404	South America	LAC
NIC2361	X	NIC2361	4.038404971	-52.677023	South America	LAC
NIC2371	X	NIC2371	4.042387968	-52.67838799	South America	LAC
NIC372	X	NIC372	4.03712	-52.67044	South America	LAC
NIC382	X	NIC382	4.03801	-52.67711	South America	LAC
NIC416	X	NIC416	4.03714	-52.67109	South America	LAC
NIC926	X	NIC926	4.03837	-52.67075	South America	LAC
NIC942	X	NIC942	4.04007	-52.67494	South America	LAC
NIC956	X	NIC956	4.0401	-52.67504	South America	LAC
NIC961	X	NIC961	4.03726	-52.67143	South America	LAC
NIC970	X	NIC970	4.03085	-52.68408	South America	LAC
NIC972	X	NIC972	4.03701	-52.67172	South America	LAC
NIC975	X	NIC975	4.03819	-52.67066	South America	LAC
NIC977	X	NIC977	4.03819	-52.67066	South America	LAC
NIC999	X	NIC999	4.03938	-52.67617	South America	LAC
NIC965	X	NIC965	4.03701	-52.67172	South America	LAC
NIC1005	X	NIC1005	4.03896	-52.66843	South America	LAC
NIC958	X	NIC958	4.03502	-52.67796	South America	LAC
NIC962	X	NIC962	4.03875	-52.6677	South America	LAC
NIC964	X	NIC964	4.03701	-52.67172	South America	LAC
NIC1016	X	NIC1016	4.03793	-52.67185	South America	LAC
NIC396	X	NIC396	4.03893	-52.67352	South America	LAC
NIC947	X	NIC947	4.03997	-52.67496	South America	LAC
QG3523	Y	QG3523	10.43288	-84.00678	Central America	LAC
QG3526	Y	QG3526	10.42643333	-84.01193333	Central America	LAC
QG3533	Y	QG3533	10.42641667	-84.01201667	Central America	LAC
QG3545	Y	QG3545	10.42361667	-84.00118611	Central America	LAC
QG3805	Y	QG3805	10.42608333	-84.0092	Central America	LAC
QG3809	Y	QG3809	10.43288	-84.00678	Central America	LAC
QG3812	Y	QG3812	10.42963	-84.00833	Central America	LAC
QG3849	Y	QG3849	10.42551667	-84.01403333	Central America	LAC
QG3862	Y	QG3862	10.42608333	-84.0092	Central America	LAC
QG3872	Y	QG3872	10.44027	-84.01227	Central America	LAC
QG3873	Y	QG3873	10.44027	-84.01227	Central America	LAC
QG3546	Y	QG3546	10.43288	-84.00678	Central America	LAC
QG3797	Y	QG3797	10.42974	-84.00938	Central America	LAC
NIC1541	Z	NIC1541	25.05792	121.77076	Taiwan	Tw3
NIC1542	Z	NIC1542	25.05704	121.77109	Taiwan	Tw3
NIC1545	Z	NIC1545	25.05343	121.77265	Taiwan	Tw3
NIC1546	Z	NIC1546	25.05343	121.77265	Taiwan	Tw3
NIC1548	Z	NIC1548	25.05343	121.77265	Taiwan	Tw3
NIC1644	Z	NIC1644	25.06464	121.82481	Taiwan	Tw3
NIC1648	Z	NIC1648	25.06574	121.82753	Taiwan	Tw3
NIC1649	Z	NIC1649	25.06574	121.82753	Taiwan	Tw3
NIC517	Z	NIC517	25.00739	121.900472	Taiwan	Tw3
NIC1544	Z	NIC1544	25.05343	121.77265	Taiwan	Tw3
NIC1549	Z	NIC1549	25.05343	121.77265	Taiwan	Tw3
NIC530	Z	NIC530	24.6	121	Taiwan	Tw3
NIC1550	Z	NIC1550	25.05343	121.77265	Taiwan	Tw3
NIC1650	Z	NIC1650	25.06574	121.82753	Taiwan	Tw3
NIC1551	Z	NIC1551	25.02212	121.73275	Taiwan	Tw3
NIC1553	Z	NIC1553	25.02212	121.73275	Taiwan	Tw3
NIC1557	Z	NIC1557	25.01713	121.73247	Taiwan	Tw3
NIC1564	Z	NIC1564	25.00469	121.7343	Taiwan	Tw3
BRC20464	Z	BRC20464	24.822726	121.735653	Taiwan	Tw3
NIC1561	Z	NIC1561	25.00481	121.73369	Taiwan	Tw3
NIC1647	Z	NIC1647	25.06574	121.82753	Taiwan	Tw3
NIC1646	Z	NIC1646	25.06549	121.82703	Taiwan	Tw3
